age,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
20,male,143,0,0,0,0,0,0,0,0
20,male,51,0,0,0,0,0,0,0,0
20,female,453,0,0,0,0,0,0,0,0
20,female,184,0,0,0,0,0,0,0,0
20,male,75,0,0,0,0,0,0,0,0
20,female,58,0,0,0,0,0,0,0,0
20,male,15,0,0,0,0,0,0,0,0
20,male,285,0,0,0,0,0,0,0,0
20,male,723,0,0,0,0,0,0,0,0
20,female,353,0,0,0,0,0,0,0,0
20,male,313,0,0,0,0,0,0,0,0
20,female,182,0,0,0,0,0,0,0,0
20,male,106,0,0,0,0,0,0,0,0
20,female,495,0,0,0,0,0,0,0,0
20,male,105,0,0,0,0,0,0,0,0
20,male,559,0,0,0,0,0,0,0,0
20,female,58,0,0,0,0,0,0,0,0
20,female,27,0,0,0,0,0,0,0,0
20,male,695,0,0,0,0,0,0,0,0
20,female,434,0,0,0,0,0,0,0,0
20,male,214,0,0,0,0,0,0,0,0
20,female,26,0,0,0,0,0,0,0,0
20,male,5,0,0,0,0,0,0,0,0
20,female,79,0,0,0,0,0,0,0,0
20,female,446,0,0,0,0,0,0,0,0
20,male,670,0,0,0,0,0,0,0,0
20,male,589,0,0,0,0,0,0,0,0
20,female,400,0,0,0,0,0,0,0,0
20,male,382,0,0,0,0,0,0,0,0
20,male,182,0,0,0,0,0,0,0,0
22,male,11,0,0,0,0,0,0,0,0
22,male,199,0,0,0,0,0,0,0,0
22,male,4,0,0,0,0,0,0,0,0
21,male,523,0,0,0,0,0,0,0,0
21,female,484,0,0,0,0,0,0,0,0
21,male,350,0,0,0,0,0,0,0,0
21,male,300,0,0,0,0,0,0,0,0
21,male,240,0,0,0,0,0,0,0,0
21,male,6,0,0,0,0,0,0,0,0
21,female,1486,0,0,0,0,0,0,0,0
21,female,1292,0,0,0,0,0,0,0,0
21,male,179,0,0,0,0,0,0,0,0
21,male,147,0,0,0,0,0,0,0,0
21,female,134,0,0,0,0,0,0,0,0
21,male,66,0,0,0,0,0,0,0,0
21,male,12,0,0,0,0,0,0,0,0
21,female,5,0,0,0,0,0,0,0,0
21,male,383,0,0,0,0,0,0,0,0
21,male,169,0,0,0,0,0,0,0,0
21,male,157,0,0,0,0,0,0,0,0
21,male,19,0,0,0,0,0,0,0,0
21,male,49,0,0,0,0,0,0,0,0
21,male,302,0,0,0,0,0,0,0,0
21,female,202,0,0,0,0,0,0,0,0
21,female,186,0,0,0,0,0,0,0,0
21,male,25,0,0,0,0,0,0,0,0
21,male,7,0,0,0,0,0,0,0,0
21,female,738,0,0,0,0,0,0,0,0
21,male,225,0,0,0,0,0,0,0,0
21,male,26,0,0,0,0,0,0,0,0
21,female,1300,0,0,0,0,0,0,0,0
21,male,450,0,0,0,0,0,0,0,0
21,male,23,0,0,0,0,0,0,0,0
21,male,172,0,0,0,0,0,0,0,0
21,male,4,0,0,0,0,0,0,0,0
21,female,8,0,0,0,0,0,0,0,0
21,male,3,0,0,0,0,0,0,0,0
21,female,570,0,0,0,0,0,0,0,0
21,male,478,0,0,0,0,0,0,0,0
21,male,181,0,0,0,0,0,0,0,0
21,female,621,0,0,0,0,0,0,0,0
21,female,178,0,0,0,0,0,0,0,0
21,male,0,0,0,0,1,0,1,0,0
21,female,535,0,0,0,0,0,0,0,0
21,male,480,0,0,0,0,0,0,0,0
21,male,404,0,0,0,0,0,0,0,0
21,male,12,0,0,0,0,0,0,0,0
23,male,605,0,0,0,0,0,0,0,0
23,male,462,0,0,0,0,0,0,0,0
23,male,207,0,0,0,0,0,0,0,0
23,male,151,0,0,0,0,0,0,0,0
23,male,882,0,0,0,0,0,0,0,0
23,male,303,0,0,0,0,0,0,0,0
23,male,282,0,0,0,0,0,0,0,0
23,female,186,0,0,0,0,0,0,0,0
23,male,4,0,0,0,0,0,0,0,0
22,male,572,0,0,0,0,0,0,0,0
22,male,11,0,0,0,0,0,0,0,0
22,male,0,0,0,0,0,0,0,0,0
22,male,1,0,0,0,0,0,0,0,0
22,male,769,0,0,0,0,0,0,0,0
22,male,602,0,0,0,0,0,0,0,0
22,male,542,0,0,0,0,0,0,0,0
22,male,453,0,0,0,0,0,0,0,0
22,male,355,0,0,0,0,0,0,0,0
22,female,322,0,0,0,0,0,0,0,0
22,male,139,0,0,0,0,0,0,0,0
22,male,46,0,0,0,0,0,0,0,0
22,male,24,0,0,0,0,0,0,0,0
22,male,23,0,0,0,0,0,0,0,0
22,male,19,0,0,0,0,0,0,0,0
22,female,644,0,0,0,0,0,0,0,0
22,female,243,0,0,0,0,0,0,0,0
22,male,76,0,0,0,0,0,0,0,0
22,male,24,0,0,0,0,0,0,0,0
22,male,24,0,0,0,0,0,0,0,0
22,male,604,0,0,0,0,0,0,0,0
22,male,417,0,0,0,0,0,0,0,0
22,female,114,0,0,0,0,0,0,0,0
22,female,385,0,0,0,0,0,0,0,0
22,male,527,0,0,0,0,0,0,0,0
22,female,247,0,0,0,0,0,0,0,0
22,female,126,0,0,0,0,0,0,0,0
22,male,755,0,0,0,0,0,0,0,0
22,male,673,0,0,0,0,0,0,0,0
22,male,340,0,0,0,0,0,0,0,0
22,male,158,0,0,0,0,0,0,0,0
22,male,24,0,0,0,0,0,0,0,0
22,male,19,0,0,0,0,0,0,0,0
22,female,402,0,0,0,0,0,0,0,0
22,female,409,0,0,0,0,0,0,0,0
22,female,312,0,0,0,0,0,0,0,0
22,female,217,0,0,0,0,0,0,0,0
22,male,160,0,0,0,0,0,0,0,0
22,female,66,0,0,0,0,0,0,0,0
22,female,69,0,0,0,0,0,0,0,0
22,male,26,0,0,0,0,0,0,0,0
22,female,20,0,0,0,0,0,0,0,0
24,male,513,0,0,0,0,0,0,0,0
24,male,350,0,0,0,0,0,0,0,0
24,female,197,0,0,0,0,0,0,0,0
24,male,9,0,0,0,0,0,0,0,0
24,male,764,0,0,0,0,0,0,0,0
24,male,292,0,0,0,0,0,0,0,0
23,male,571,0,0,0,0,0,0,0,0
23,female,535,0,0,0,0,0,0,0,0
23,male,423,0,0,0,0,0,0,0,0
23,female,293,0,0,0,0,0,0,0,0
23,male,219,0,0,0,0,0,0,0,0
23,male,223,0,0,0,0,0,0,0,0
23,male,50,0,0,0,0,0,0,0,0
23,male,2,0,0,0,0,0,0,0,0
23,female,0,0,0,0,0,0,0,0,0
23,male,608,0,0,0,0,0,0,0,0
23,male,435,0,0,0,0,0,0,0,0
23,male,372,0,0,0,0,0,0,0,0
23,male,339,0,0,0,0,0,0,0,0
23,female,300,0,0,0,0,0,0,0,0
23,male,260,0,0,0,0,0,0,0,0
23,male,234,0,0,0,0,0,0,0,0
23,male,218,0,0,0,0,0,0,0,0
23,male,212,0,0,0,0,0,0,0,0
23,female,162,0,0,0,0,0,0,0,0
23,male,114,0,0,0,0,0,0,0,0
23,male,89,0,0,0,0,0,0,0,0
23,female,80,0,0,0,0,0,0,0,0
23,male,34,0,0,0,0,0,0,0,0
23,female,27,0,0,0,0,0,0,0,0
23,male,1,0,0,0,0,0,0,0,0
23,male,0,0,0,0,0,0,0,0,0
23,male,5,0,0,0,0,0,0,0,0
23,male,352,0,0,0,0,0,0,0,0
23,female,267,0,0,0,0,0,0,0,0
23,female,127,0,0,0,0,0,0,0,0
23,male,94,0,0,0,0,0,0,0,0
23,female,95,0,0,0,0,0,0,0,0
23,male,23,0,0,0,0,0,0,0,0
23,male,55,0,0,0,6,0,0,0,6
23,male,0,0,0,0,0,0,0,0,0
23,male,397,0,0,0,0,0,0,0,0
23,female,268,0,0,0,0,0,0,0,0
23,male,250,0,0,0,0,0,0,0,0
23,male,52,0,0,0,0,0,0,0,0
23,male,67,0,0,0,0,0,0,0,0
23,male,40,0,0,0,0,0,0,0,0
23,female,0,0,0,0,0,0,0,0,0
23,female,0,0,0,0,0,0,0,0,0
23,male,934,0,0,0,0,0,0,0,0
23,male,791,0,0,0,0,0,0,0,0
23,female,635,0,0,0,0,0,0,0,0
23,female,557,0,0,0,0,0,0,0,0
23,female,383,0,0,0,0,0,0,0,0
23,male,5,0,0,0,0,0,0,0,0
23,male,3,0,0,0,0,0,0,0,0
23,male,298,0,0,0,0,0,0,0,0
23,female,404,0,0,0,0,0,0,0,0
23,female,344,0,0,0,0,0,0,0,0
23,male,281,0,0,0,0,0,0,0,0
23,female,124,0,0,0,0,0,0,0,0
23,male,68,0,0,0,0,0,0,0,0
23,male,413,0,0,0,0,0,0,0,0
23,male,323,0,0,0,0,0,0,0,0
23,female,322,0,0,0,0,0,0,0,0
23,female,143,0,0,0,0,0,0,0,0
23,male,39,0,0,0,1,0,1,0,0
23,male,16,0,0,0,0,0,0,0,0
23,male,437,0,0,0,0,0,0,0,0
23,male,273,0,0,0,0,0,0,0,0
23,female,190,0,0,0,0,0,0,0,0
23,female,176,0,0,0,0,0,0,0,0
23,male,71,0,0,0,0,0,0,0,0
23,male,13,0,0,0,0,0,0,0,0
23,male,937,0,0,0,0,0,0,0,0
23,male,27,0,0,0,0,0,0,0,0
23,female,0,0,0,0,0,0,0,0,0
23,male,0,0,0,0,0,0,0,0,0
23,male,389,0,0,0,0,0,0,0,0
23,male,344,0,0,0,0,0,0,0,0
23,male,281,0,0,0,0,0,0,0,0
23,male,101,0,0,0,0,0,0,0,0
23,male,27,0,0,0,0,0,0,0,0
23,male,8,0,0,0,0,0,0,0,0
23,male,688,0,0,0,0,0,0,0,0
23,male,363,0,0,0,0,0,0,0,0
23,female,298,0,0,0,0,0,0,0,0
23,male,268,0,0,0,0,0,0,0,0
23,male,256,0,0,0,0,0,0,0,0
23,male,71,0,0,0,0,0,0,0,0
23,male,22,0,0,0,0,0,0,0,0
23,male,21,0,0,0,0,0,0,0,0
23,male,4,0,0,0,0,0,0,0,0
23,male,9,0,0,0,0,0,0,0,0
25,male,266,0,0,0,0,0,0,0,0
25,female,265,0,0,0,0,0,0,0,0
25,male,84,0,0,0,0,0,0,0,0
25,male,9,0,0,0,0,0,0,0,0
25,male,360,0,0,0,0,0,0,0,0
25,male,214,0,0,0,0,0,0,0,0
25,male,28,0,0,0,0,0,0,0,0
25,female,13,0,0,0,0,0,0,0,0
25,female,1,0,0,0,0,0,0,0,0
24,male,654,0,0,0,0,0,0,0,0
24,male,227,0,0,0,0,0,0,0,0
24,female,216,0,0,0,0,0,0,0,0
24,male,135,0,0,0,0,0,0,0,0
24,female,23,0,0,0,0,0,0,0,0
24,male,24,0,0,0,0,0,0,0,0
24,male,17,0,0,0,0,0,0,0,0
24,female,6,0,0,0,0,0,0,0,0
24,male,12,0,0,0,0,0,0,0,0
24,female,668,0,0,0,0,0,0,0,0
24,male,616,0,0,0,0,0,0,0,0
24,male,630,0,0,0,0,0,0,0,0
24,male,438,0,0,0,0,0,0,0,0
24,male,325,0,0,0,0,0,0,0,0
24,male,788,0,0,0,0,0,0,0,0
24,male,380,0,0,0,0,0,0,0,0
24,male,232,0,0,0,0,0,0,0,0
24,male,187,0,0,0,0,0,0,0,0
24,female,58,0,0,0,0,0,0,0,0
24,female,162,0,0,0,0,0,0,0,0
24,male,377,0,0,0,0,0,0,0,0
24,male,203,0,0,0,0,0,0,0,0
24,male,173,0,0,0,0,0,0,0,0
24,male,21,0,0,0,0,0,0,0,0
24,male,370,0,0,0,0,0,0,0,0
24,female,23,0,0,0,0,0,0,0,0
24,male,1123,0,0,0,0,0,0,0,0
24,female,644,0,0,0,0,0,0,0,0
24,female,592,0,0,0,0,0,0,0,0
24,male,338,0,0,0,0,0,0,0,0
24,female,66,0,0,0,0,0,0,0,0
24,female,11,0,0,0,0,0,0,0,0
24,male,552,0,0,0,0,0,0,0,0
24,female,440,0,0,0,0,0,0,0,0
24,male,395,0,0,0,0,0,0,0,0
24,male,332,0,0,0,0,0,0,0,0
24,male,63,0,0,0,0,0,0,0,0
24,male,24,0,0,0,0,0,0,0,0
24,male,15,0,0,0,0,0,0,0,0
24,male,22,0,0,0,0,0,0,0,0
24,male,11,0,0,0,0,0,0,0,0
24,male,273,0,0,0,0,0,0,0,0
24,male,136,0,0,0,0,0,0,0,0
24,male,100,0,0,0,0,0,0,0,0
24,male,58,0,0,0,0,0,0,0,0
24,male,2,0,0,0,0,0,0,0,0
24,male,686,0,0,0,0,0,0,0,0
24,male,259,0,0,0,0,0,0,0,0
24,male,188,0,0,0,0,0,0,0,0
24,male,173,0,0,0,0,0,0,0,0
24,male,70,0,0,0,0,0,0,0,0
24,male,28,0,0,0,0,0,0,0,0
24,female,834,0,0,0,0,0,0,0,0
24,male,526,0,0,0,0,0,0,0,0
24,female,498,0,0,0,0,0,0,0,0
24,male,381,0,0,0,0,0,0,0,0
24,male,379,0,0,0,0,0,0,0,0
24,male,166,0,0,0,0,0,0,0,0
24,male,143,0,0,0,0,0,0,0,0
24,male,61,0,0,0,2,0,0,0,2
24,female,18,0,0,0,0,0,0,0,0
24,male,18,0,0,0,0,0,0,0,0
24,male,21,0,0,0,0,0,0,0,0
26,male,441,0,0,0,0,0,0,0,0
26,male,1,0,0,0,0,0,0,0,0
26,female,405,0,0,0,0,0,0,0,0
25,male,620,0,0,0,0,0,0,0,0
25,female,444,0,0,0,0,0,0,0,0
25,male,278,0,0,0,0,0,0,0,0
25,female,206,0,0,0,0,0,0,0,0
25,male,198,0,0,0,0,0,0,0,0
25,male,189,0,0,0,0,0,0,0,0
25,female,161,0,0,0,0,0,0,0,0
25,female,40,0,0,0,0,0,0,0,0
25,male,2,0,0,0,0,0,0,0,0
25,male,16,0,0,0,1,0,1,0,0
25,male,10,0,0,0,0,0,0,0,0
25,male,0,0,0,0,0,0,0,0,0
25,male,455,0,0,0,0,0,0,0,0
25,male,374,0,0,0,0,0,0,0,0
25,male,300,0,0,0,0,0,0,0,0
25,male,289,0,0,0,0,0,0,0,0
